,MAL_ID,Genres,Type,Episodes,Studios,Rating,Start_year,Start_season,Score,range_episodes,Genres_Split,Studios_Split
115,136,"Action, Adventure, Super Power, Fantasy, Shounen",TV,62,Nippon Animation,PG-13 - Teens 13 or older,1999,Fall,8.42,[61 - 73],"['Action', 'Adventure', 'SuperPower', 'Fantasy', 'Shounen']",['NipponAnimation']
116,137,"Action, Adventure, Super Power, Shounen",OVA,8,Nippon Animation,PG-13 - Teens 13 or older,2002,Winter,8.33,[1 - 13],"['Action', 'Adventure', 'SuperPower', 'Shounen']",['NipponAnimation']
117,138,"Action, Adventure, Super Power, Fantasy, Shounen",OVA,8,Nippon Animation,PG-13 - Teens 13 or older,2003,Winter,8.21,[1 - 13],"['Action', 'Adventure', 'SuperPower', 'Fantasy', 'Shounen']",['NipponAnimation']
118,139,"Action, Adventure, Super Power, Fantasy, Shounen",OVA,14,Nippon Animation,PG-13 - Teens 13 or older,2004,Winter,8.29,[13 - 25],"['Action', 'Adventure', 'SuperPower', 'Fantasy', 'Shounen']",['NipponAnimation']
119,141,"Mecha, Sci-Fi",TV,12,feel.,R - 17+ (violence & profanity),2005,Winter,6.14,[1 - 13],"['Mecha', 'Sci-Fi']",['feel.']
120,142,"Adventure, Comedy, Demons, Drama, Fantasy, Magic, Mystery, Romance, Shoujo",TV,44,Toei Animation,PG-13 - Teens 13 or older,1999,Winter,7.45,[37 - 49],"['Adventure', 'Comedy', 'Demons', 'Drama', 'Fantasy', 'Magic', 'Mystery', 'Romance', 'Shoujo']",['ToeiAnimation']
121,143,"Supernatural, Drama, Magic, Romance, Mecha, Shounen, Shoujo Ai",TV,12,TNK,PG-13 - Teens 13 or older,2004,Fall,6.87,[1 - 13],"['Supernatural', 'Drama', 'Magic', 'Romance', 'Mecha', 'Shounen', 'ShoujoAi']",['TNK']
122,144,"Drama, Romance, Slice of Life, Supernatural",TV,13,Toei Animation,G - All Ages,2002,Winter,7.11,[13 - 25],"['Drama', 'Romance', 'SliceofLife', 'Supernatural']",['ToeiAnimation']
123,145,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",TV,26,"Gainax, J.C.Staff",PG-13 - Teens 13 or older,1998,Fall,7.61,[25 - 37],"['Comedy', 'Drama', 'Romance', 'School', 'Shoujo', 'SliceofLife']","['Gainax', 'J.C.Staff']"
124,146,"Sci-Fi, Comedy, Drama, Magic, Romance, Ecchi",TV,12,"Gainax, Shaft",R+ - Mild Nudity,2004,Spring,6.76,[1 - 13],"['Sci-Fi', 'Comedy', 'Drama', 'Magic', 'Romance', 'Ecchi']","['Gainax', 'Shaft']"
125,147,"Drama, Romance, Slice of Life",TV,14,Studio Fantasia,R+ - Mild Nudity,2003,Fall,7.24,[13 - 25],"['Drama', 'Romance', 'SliceofLife']",['StudioFantasia']
126,148,"Drama, Romance, Slice of Life",TV,12,Studio Deen,PG-13 - Teens 13 or older,2004,Winter,6.62,[1 - 13],"['Drama', 'Romance', 'SliceofLife']",['StudioDeen']
127,149,"Action, Mystery, Supernatural, Drama, Romance, Fantasy, Josei, Shounen Ai",TV,12,J.C.Staff,PG-13 - Teens 13 or older,2005,Spring,6.86,[1 - 13],"['Action', 'Mystery', 'Supernatural', 'Drama', 'Romance', 'Fantasy', 'Josei', 'ShounenAi']",['J.C.Staff']
128,150,"Action, Military, Mystery, Horror, Supernatural, Drama, Vampire",TV,50,Production I.G,R - 17+ (violence & profanity),2005,Fall,7.66,[49 - 61],"['Action', 'Military', 'Mystery', 'Horror', 'Supernatural', 'Drama', 'Vampire']",['ProductionI.G']
129,151,"Action, Sci-Fi, Comedy, Ecchi, Shoujo Ai",OVA,3,"Gainax, Toei Animation",R+ - Mild Nudity,2004,Summer,7.12,[1 - 13],"['Action', 'Sci-Fi', 'Comedy', 'Ecchi', 'ShoujoAi']","['Gainax', 'ToeiAnimation']"
130,152,"Action, Sci-Fi, Super Power",TV,24,Gonzo,R - 17+ (violence & profanity),2005,Fall,7.28,[13 - 25],"['Action', 'Sci-Fi', 'SuperPower']",['Gonzo']
131,153,"Action, Adventure, Fantasy, Magic, Supernatural",TV,45,Studio Pierrot,PG-13 - Teens 13 or older,2002,Spring,8.06,[37 - 49],"['Action', 'Adventure', 'Fantasy', 'Magic', 'Supernatural']",['StudioPierrot']
132,154,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",TV,64,Xebec,PG-13 - Teens 13 or older,2001,Summer,7.78,[61 - 73],"['Action', 'Adventure', 'Comedy', 'SuperPower', 'Supernatural', 'Shounen']",['Xebec']
133,155,"Action, Drama, Fantasy, Horror, Magic, Sci-Fi, Supernatural",Movie,1,Madhouse,R - 17+ (violence & profanity),1996,Summer,6.59,[1 - 13],"['Action', 'Drama', 'Fantasy', 'Horror', 'Magic', 'Sci-Fi', 'Supernatural']",['Madhouse']
134,156,"Action, Super Power, Drama, Magic, Romance, Fantasy, Shoujo",TV,24,Madhouse,R+ - Mild Nudity,2001,Fall,7.43,[13 - 25],"['Action', 'SuperPower', 'Drama', 'Magic', 'Romance', 'Fantasy', 'Shoujo']",['Madhouse']
135,157,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural",TV,26,Xebec,PG-13 - Teens 13 or older,2005,Winter,6.98,[25 - 37],"['Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Magic', 'Romance', 'School', 'Shounen', 'SuperPower', 'Supernatural']",['Xebec']
136,158,"Slice of Life, Drama, Romance, Shoujo, Shoujo Ai",TV,13,Studio Deen,PG-13 - Teens 13 or older,2004,Winter,7.34,[13 - 25],"['SliceofLife', 'Drama', 'Romance', 'Shoujo', 'ShoujoAi']",['StudioDeen']
137,159,"Adventure, Fantasy, Horror, Mecha, Psychological, Sci-Fi, Shounen, Space, Supernatural",TV,24,"Gainax, J.C.Staff",PG-13 - Teens 13 or older,2004,Spring,6.34,[13 - 25],"['Adventure', 'Fantasy', 'Horror', 'Mecha', 'Psychological', 'Sci-Fi', 'Shounen', 'Space', 'Supernatural']","['Gainax', 'J.C.Staff']"
138,160,"Adventure, Drama, Fantasy, Military, Sci-Fi",TV,13,AIC,R - 17+ (violence & profanity),1999,Fall,7.66,[13 - 25],"['Adventure', 'Drama', 'Fantasy', 'Military', 'Sci-Fi']",['AIC']
139,161,"Action, Comedy, Historical, Samurai, Shounen",TV,24,Gonzo,R - 17+ (violence & profanity),2003,Fall,7.33,[13 - 25],"['Action', 'Comedy', 'Historical', 'Samurai', 'Shounen']",['Gonzo']
140,162,"Comedy, Fantasy, Kids, Romance, School, Shounen",TV,26,Madhouse,G - All Ages,2002,Spring,6.94,[25 - 37],"['Comedy', 'Fantasy', 'Kids', 'Romance', 'School', 'Shounen']",['Madhouse']
141,163,"Adventure, Comedy, Fantasy, Historical, Shounen",TV,26,Studio Pierrot,PG - Children,1999,Spring,6.48,[25 - 37],"['Adventure', 'Comedy', 'Fantasy', 'Historical', 'Shounen']",['StudioPierrot']
142,164,"Action, Adventure, Fantasy",Movie,1,Studio Ghibli,PG-13 - Teens 13 or older,1997,Summer,8.72,[1 - 13],"['Action', 'Adventure', 'Fantasy']",['StudioGhibli']
143,165,"Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi",TV,26,Bones,PG-13 - Teens 13 or older,2002,Winter,7.42,[25 - 37],"['Action', 'Drama', 'Mecha', 'Music', 'Mystery', 'Psychological', 'Romance', 'Sci-Fi']",['Bones']
144,166,"Historical, Mecha, Samurai, Sci-Fi",TV,26,Gonzo,PG-13 - Teens 13 or older,2004,Summer,7.48,[25 - 37],"['Historical', 'Mecha', 'Samurai', 'Sci-Fi']",['Gonzo']
145,167,"Sci-Fi, Adventure, Comedy, Drama, Fantasy, Mecha, Shounen",TV,24,Bones,PG-13 - Teens 13 or older,2003,Spring,7.41,[13 - 25],"['Sci-Fi', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Mecha', 'Shounen']",['Bones']
146,168,"Action, Sci-Fi, Adventure, Super Power, Drama",TV,26,Sunrise,PG-13 - Teens 13 or older,2001,Summer,7.38,[25 - 37],"['Action', 'Sci-Fi', 'Adventure', 'SuperPower', 'Drama']",['Sunrise']
147,169,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire",TV,12,J.C.Staff,R - 17+ (violence & profanity),2003,Fall,6.91,[1 - 13],"['Action', 'Horror', 'Mystery', 'Romance', 'SuperPower', 'Supernatural', 'Vampire']",['J.C.Staff']
148,170,"Comedy, Drama, School, Shounen, Sports",TV,101,Toei Animation,PG-13 - Teens 13 or older,1993,Fall,8.53,[97 - 109],"['Comedy', 'Drama', 'School', 'Shounen', 'Sports']",['ToeiAnimation']
149,171,"Adventure, Drama, Fantasy",TV,13,Hal Film Maker,PG - Children,2000,Summer,6.35,[13 - 25],"['Adventure', 'Drama', 'Fantasy']",['HalFilmMaker']
150,173,"Mystery, Comedy, Historical, Demons, Supernatural, Drama, Shounen",TV,25,Studio Deen,PG-13 - Teens 13 or older,2004,Fall,7.23,[25 - 37],"['Mystery', 'Comedy', 'Historical', 'Demons', 'Supernatural', 'Drama', 'Shounen']",['StudioDeen']
151,174,"Action, Ecchi, Martial Arts, Comedy, Super Power, School, Shounen",TV,24,Madhouse,R - 17+ (violence & profanity),2004,Spring,6.93,[13 - 25],"['Action', 'Ecchi', 'MartialArts', 'Comedy', 'SuperPower', 'School', 'Shounen']",['Madhouse']
152,175,"Action, Adventure, Romance, Sci-Fi, Shounen, Super Power",TV,26,Studio Pierrot,PG-13 - Teens 13 or older,2002,Spring,6.63,[25 - 37],"['Action', 'Adventure', 'Romance', 'Sci-Fi', 'Shounen', 'SuperPower']",['StudioPierrot']
153,176,"Adventure, Romance",OVA,4,Seven Arcs,PG-13 - Teens 13 or older,2003,Summer,6.19,[1 - 13],"['Adventure', 'Romance']",['SevenArcs']
154,177,"Action, Adventure, Fantasy, Magic, Romance, Supernatural, Shounen",TV,26,Bee Train,PG-13 - Teens 13 or older,2005,Spring,7.55,[25 - 37],"['Action', 'Adventure', 'Fantasy', 'Magic', 'Romance', 'Supernatural', 'Shounen']",['BeeTrain']
155,178,"Comedy, Magic, Romance, School, Shoujo",TV,26,Production Reed,G - All Ages,2003,Spring,7.18,[25 - 37],"['Comedy', 'Magic', 'Romance', 'School', 'Shoujo']",['ProductionReed']
156,179,"Comedy, Magic, Romance, School",OVA,1,Production Reed,G - All Ages,2002,Summer,6.69,[1 - 13],"['Comedy', 'Magic', 'Romance', 'School']",['ProductionReed']
157,180,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,13,Gonzo,PG-13 - Teens 13 or older,2000,Fall,7.21,[13 - 25],"['Action', 'Ecchi', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']",['Gonzo']
158,181,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,13,Gonzo,PG-13 - Teens 13 or older,2001,Fall,7.42,[13 - 25],"['Action', 'Ecchi', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']",['Gonzo']
159,182,"Adventure, Psychological, Romance, Fantasy, Mecha",TV,26,Sunrise,PG-13 - Teens 13 or older,1996,Spring,7.7,[25 - 37],"['Adventure', 'Psychological', 'Romance', 'Fantasy', 'Mecha']",['Sunrise']
160,183,"School, Shounen, Sports",TV,39,Studio Comet,G - All Ages,2002,Spring,7.39,[37 - 49],"['School', 'Shounen', 'Sports']",['StudioComet']
161,184,"Action, Mecha, Sci-Fi, Shounen, Space",TV,12,Toei Animation,PG-13 - Teens 13 or older,2005,Winter,6.37,[1 - 13],"['Action', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']",['ToeiAnimation']
162,185,"Action, Cars, Drama, Seinen, Sports",TV,26,"Gallop, Studio Comet",PG-13 - Teens 13 or older,1998,Spring,8.29,[25 - 37],"['Action', 'Cars', 'Drama', 'Seinen', 'Sports']","['Gallop', 'StudioComet']"
163,186,"Action, Cars, Drama, Seinen, Sports",TV,13,Pastel,PG-13 - Teens 13 or older,1999,Fall,8.12,[13 - 25],"['Action', 'Cars', 'Drama', 'Seinen', 'Sports']",['Pastel']
164,187,"Action, Cars, Sports, Drama, Romance, Seinen",Movie,1,Studio Deen,PG-13 - Teens 13 or older,2001,Winter,7.89,[1 - 13],"['Action', 'Cars', 'Sports', 'Drama', 'Romance', 'Seinen']",['StudioDeen']
166,189,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",TV,24,Xebec,PG-13 - Teens 13 or older,2000,Spring,7.14,[13 - 25],"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Shounen', 'SliceofLife']",['Xebec']
167,190,"Comedy, Drama, Ecchi, Romance, Shounen",OVA,3,Xebec,PG-13 - Teens 13 or older,2002,Winter,7.25,[1 - 13],"['Comedy', 'Drama', 'Ecchi', 'Romance', 'Shounen']",['Xebec']
168,191,"Slice of Life, Comedy, Romance",Special,1,Xebec,PG-13 - Teens 13 or older,2000,Fall,7.34,[1 - 13],"['SliceofLife', 'Comedy', 'Romance']",['Xebec']
169,192,"Adventure, Comedy, Romance",Special,1,Xebec,PG-13 - Teens 13 or older,2001,Spring,7.21,[1 - 13],"['Adventure', 'Comedy', 'Romance']",['Xebec']
170,193,"Comedy, Drama, Ecchi, Harem, Magic, Romance, School",TV,24,J.C.Staff,R+ - Mild Nudity,2003,Fall,6.8,[13 - 25],"['Comedy', 'Drama', 'Ecchi', 'Harem', 'Magic', 'Romance', 'School']",['J.C.Staff']
171,194,"Adventure, Mecha, Military, Sci-Fi, Shounen",OVA,5,Satelight,R+ - Mild Nudity,2002,Fall,7.55,[1 - 13],"['Adventure', 'Mecha', 'Military', 'Sci-Fi', 'Shounen']",['Satelight']
172,195,"Sci-Fi, Comedy, Drama, Romance, School",TV,12,Daume,PG-13 - Teens 13 or older,2002,Winter,7.17,[1 - 13],"['Sci-Fi', 'Comedy', 'Drama', 'Romance', 'School']",['Daume']
173,196,"Comedy, Drama, Harem, School, Sci-Fi",TV,12,Daume,PG-13 - Teens 13 or older,2003,Summer,6.88,[1 - 13],"['Comedy', 'Drama', 'Harem', 'School', 'Sci-Fi']",['Daume']
174,197,"Sci-Fi, Comedy, Romance, Ecchi, School",TV,24,"Madhouse, Imagin",R+ - Mild Nudity,2002,Spring,6.55,[13 - 25],"['Sci-Fi', 'Comedy', 'Romance', 'Ecchi', 'School']","['Madhouse', 'Imagin']"
175,198,"Action, Mystery, Super Power",TV,24,Gonzo,R+ - Mild Nudity,2005,Spring,7.35,[13 - 25],"['Action', 'Mystery', 'SuperPower']",['Gonzo']
176,199,"Adventure, Supernatural, Drama",Movie,1,Studio Ghibli,PG - Children,2001,Summer,8.83,[1 - 13],"['Adventure', 'Supernatural', 'Drama']",['StudioGhibli']
177,200,"Comedy, Magic, Romance, Shounen",TV,50,TMS Entertainment,PG-13 - Teens 13 or older,2002,Spring,7.48,[49 - 61],"['Comedy', 'Magic', 'Romance', 'Shounen']",['TMSEntertainment']
178,201,"Comedy, Drama, Ecchi, Romance",OVA,6,Production I.G,R+ - Mild Nudity,1992,Winter,7.21,[1 - 13],"['Comedy', 'Drama', 'Ecchi', 'Romance']",['ProductionI.G']
179,202,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",TV,26,Bones,PG-13 - Teens 13 or older,2003,Winter,7.82,[25 - 37],"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",['Bones']
180,203,"Adventure, Hentai, Demons, Magic, Fantasy",OVA,5,Arms,Rx - Hentai,1999,Summer,6.75,[1 - 13],"['Adventure', 'Hentai', 'Demons', 'Magic', 'Fantasy']",['Arms']
181,204,"Action, Comedy, Ecchi, Harem, Super Power",TV,12,Studio Deen,PG-13 - Teens 13 or older,2004,Winter,6.11,[1 - 13],"['Action', 'Comedy', 'Ecchi', 'Harem', 'SuperPower']",['StudioDeen']
182,205,"Action, Adventure, Comedy, Historical, Samurai, Shounen",TV,26,Manglobe,R - 17+ (violence & profanity),2004,Spring,8.5,[25 - 37],"['Action', 'Adventure', 'Comedy', 'Historical', 'Samurai', 'Shounen']",['Manglobe']
183,206,"Action, Adventure, Drama, Magic, Romance, Fantasy",TV,27,AIC,PG-13 - Teens 13 or older,1998,Spring,7.16,[25 - 37],"['Action', 'Adventure', 'Drama', 'Magic', 'Romance', 'Fantasy']",['AIC']
184,207,"Action, Adventure, Fantasy, Magic, Shounen, Supernatural",OVA,13,Madhouse,R - 17+ (violence & profanity),1990,Spring,7.4,[13 - 25],"['Action', 'Adventure', 'Fantasy', 'Magic', 'Shounen', 'Supernatural']",['Madhouse']
185,208,"Action, Sci-Fi, Adventure, Mystery, Historical, Magic",OVA,3,Studio Deen,PG-13 - Teens 13 or older,2001,Spring,7.67,[1 - 13],"['Action', 'Sci-Fi', 'Adventure', 'Mystery', 'Historical', 'Magic']",['StudioDeen']
186,209,"Action, Sci-Fi, Adventure, Comedy, Super Power, Drama",TV,26,J.C.Staff,PG-13 - Teens 13 or older,2003,Fall,7.55,[25 - 37],"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'SuperPower', 'Drama']",['J.C.Staff']
187,210,"Slice of Life, Comedy, Martial Arts, Fantasy, Shounen",TV,161,Studio Deen,R+ - Mild Nudity,1989,Spring,7.76,[157 - 169],"['SliceofLife', 'Comedy', 'MartialArts', 'Fantasy', 'Shounen']",['StudioDeen']
189,212,"Action, Adventure, Comedy, Mecha, Sci-Fi, Super Power",Movie,1,APPP,PG-13 - Teens 13 or older,1986,Spring,6.86,[1 - 13],"['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'SuperPower']",['APPP']
193,216,"Comedy, Romance",Movie,1,Bones,PG-13 - Teens 13 or older,2002,Fall,5.94,[1 - 13],"['Comedy', 'Romance']",['Bones']
195,218,"Action, Comedy, Mecha, Military, Parody, Romance, Sci-Fi, Shounen, Space",TV,26,Xebec,PG-13 - Teens 13 or older,1996,Fall,7.52,[25 - 37],"['Action', 'Comedy', 'Mecha', 'Military', 'Parody', 'Romance', 'Sci-Fi', 'Shounen', 'Space']",['Xebec']
196,219,"Action, Comedy, Drama, Mecha, Psychological, Sci-Fi, Shounen, Space",Movie,1,Xebec,R - 17+ (violence & profanity),1998,Summer,6.77,[1 - 13],"['Action', 'Comedy', 'Drama', 'Mecha', 'Psychological', 'Sci-Fi', 'Shounen', 'Space']",['Xebec']
198,221,"Action, Comedy, Hentai, Sci-Fi",OVA,2,Arms,Rx - Hentai,2000,Spring,6.65,[1 - 13],"['Action', 'Comedy', 'Hentai', 'Sci-Fi']",['Arms']
199,222,"Action, Adventure, Comedy, Mystery, Sci-Fi",TV,13,Arms,R+ - Mild Nudity,2004,Winter,6.68,[13 - 25],"['Action', 'Adventure', 'Comedy', 'Mystery', 'Sci-Fi']",['Arms']
200,223,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,153,Toei Animation,PG-13 - Teens 13 or older,1986,Winter,8.0,[145 - 157],"['Adventure', 'Comedy', 'Fantasy', 'MartialArts', 'Shounen', 'SuperPower']",['ToeiAnimation']
201,225,"Action, Sci-Fi, Adventure, Comedy, Super Power, Magic, Fantasy, Shounen",TV,64,Toei Animation,PG-13 - Teens 13 or older,1996,Winter,6.48,[61 - 73],"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'SuperPower', 'Magic', 'Fantasy', 'Shounen']",['ToeiAnimation']
202,226,"Action, Horror, Psychological, Supernatural, Drama, Romance, Seinen",TV,13,Arms,R+ - Mild Nudity,2004,Summer,7.56,[13 - 25],"['Action', 'Horror', 'Psychological', 'Supernatural', 'Drama', 'Romance', 'Seinen']",['Arms']
203,227,"Action, Sci-Fi, Comedy, Parody, Dementia, Psychological, Mecha",OVA,6,"Gainax, Production I.G",PG-13 - Teens 13 or older,2000,Spring,8.03,[1 - 13],"['Action', 'Sci-Fi', 'Comedy', 'Parody', 'Dementia', 'Psychological', 'Mecha']","['Gainax', 'ProductionI.G']"
204,228,"Mystery, Horror, Psychological, Supernatural",TV,26,Studio Deen,R - 17+ (violence & profanity),2005,Fall,7.65,[25 - 37],"['Mystery', 'Horror', 'Psychological', 'Supernatural']",['StudioDeen']
205,229,"Comedy, Parody, Martial Arts",TV,12,ufotable,R - 17+ (violence & profanity),2004,Summer,6.92,[1 - 13],"['Comedy', 'Parody', 'MartialArts']",['ufotable']
206,230,"Action, Comedy, Martial Arts, Seinen",TV,27,Toei Animation,R - 17+ (violence & profanity),2003,Spring,7.02,[25 - 37],"['Action', 'Comedy', 'MartialArts', 'Seinen']",['ToeiAnimation']
207,231,"Action, Comedy, Supernatural, Fantasy, Seinen",TV,26,"Chaos Project, GANSIS",PG - Children,2002,Summer,6.18,[25 - 37],"['Action', 'Comedy', 'Supernatural', 'Fantasy', 'Seinen']","['ChaosProject', 'GANSIS']"
208,232,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo",TV,70,Madhouse,PG - Children,1998,Spring,8.16,[61 - 73],"['Adventure', 'Comedy', 'Drama', 'Magic', 'Romance', 'Fantasy', 'School', 'Shoujo']",['Madhouse']
209,233,"Comedy, Sci-Fi, Shoujo",TV,78,J.C.Staff,G - All Ages,2000,Spring,7.65,[73 - 85],"['Comedy', 'Sci-Fi', 'Shoujo']",['J.C.Staff']
210,234,"Adventure, Sports, Shounen",TV,26,Tokyo Kids,G - All Ages,2004,Spring,6.69,[25 - 37],"['Adventure', 'Sports', 'Shounen']",['TokyoKids']
212,236,"Adventure, Comedy, Drama, Military, Sci-Fi, Shounen, Supernatural",TV,26,Studio Pierrot,PG-13 - Teens 13 or older,2003,Spring,6.64,[25 - 37],"['Adventure', 'Comedy', 'Drama', 'Military', 'Sci-Fi', 'Shounen', 'Supernatural']",['StudioPierrot']
213,237,"Adventure, Drama, Mecha, Romance, Sci-Fi",TV,50,Bones,PG-13 - Teens 13 or older,2005,Spring,8.09,[49 - 61],"['Adventure', 'Drama', 'Mecha', 'Romance', 'Sci-Fi']",['Bones']
214,238,"Action, Adventure, Martial Arts, Shounen, Super Power",TV,42,Studio Pierrot,PG-13 - Teens 13 or older,1997,Summer,7.36,[37 - 49],"['Action', 'Adventure', 'MartialArts', 'Shounen', 'SuperPower']",['StudioPierrot']
215,239,"Drama, Mystery, Sci-Fi, Supernatural, Thriller",TV,24,Gonzo,R - 17+ (violence & profanity),2004,Fall,8.17,[13 - 25],"['Drama', 'Mystery', 'Sci-Fi', 'Supernatural', 'Thriller']",['Gonzo']
216,240,"Slice of Life, Comedy, Parody",TV,12,Palm Studio,PG-13 - Teens 13 or older,2004,Fall,7.66,[1 - 13],"['SliceofLife', 'Comedy', 'Parody']",['PalmStudio']
217,241,"Harem, Comedy, Romance, Ecchi, Fantasy, School, Shounen",TV,11,AIC Spirits,R+ - Mild Nudity,2004,Summer,6.45,[1 - 13],"['Harem', 'Comedy', 'Romance', 'Ecchi', 'Fantasy', 'School', 'Shounen']",['AICSpirits']
218,242,"Slice of Life, Comedy, Drama, School, Josei",TV,13,Madhouse,R - 17+ (violence & profanity),2004,Winter,7.42,[13 - 25],"['SliceofLife', 'Comedy', 'Drama', 'School', 'Josei']",['Madhouse']
219,243,"Comedy, Music, Romance, Shoujo, Shounen Ai",TV,13,Studio Deen,PG-13 - Teens 13 or older,2000,Fall,7.02,[13 - 25],"['Comedy', 'Music', 'Romance', 'Shoujo', 'ShounenAi']",['StudioDeen']
220,244,"Historical, Mystery",TV,39,OLM,G - All Ages,2004,Summer,6.88,[37 - 49],"['Historical', 'Mystery']",['OLM']
221,245,"Slice of Life, Comedy, Drama, School, Shounen",TV,43,Studio Pierrot,R - 17+ (violence & profanity),1999,Summer,8.7,[37 - 49],"['SliceofLife', 'Comedy', 'Drama', 'School', 'Shounen']",['StudioPierrot']
222,246,"Adventure, Comedy, Fantasy, Romance, Shounen",TV,51,Studio Deen,PG-13 - Teens 13 or older,2001,Fall,7.27,[49 - 61],"['Adventure', 'Comedy', 'Fantasy', 'Romance', 'Shounen']",['StudioDeen']
223,247,"Fantasy, Magic, Supernatural, Demons, Historical, Shoujo",TV,26,Yumeta Company,PG-13 - Teens 13 or older,2004,Fall,7.05,[25 - 37],"['Fantasy', 'Magic', 'Supernatural', 'Demons', 'Historical', 'Shoujo']",['YumetaCompany']
224,248,"Comedy, Ecchi, Harem, Romance, Shounen",TV,12,Madhouse,PG-13 - Teens 13 or older,2005,Spring,6.68,[1 - 13],"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Shounen']",['Madhouse']
225,249,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen",TV,167,Sunrise,PG-13 - Teens 13 or older,2000,Fall,7.85,[157 - 169],"['Action', 'Adventure', 'Comedy', 'Historical', 'Demons', 'Supernatural', 'Magic', 'Romance', 'Fantasy', 'Shounen']",['Sunrise']
226,250,"Adventure, Comedy, Demons, Supernatural, Magic, Shounen",TV,150,Toei Animation,PG-13 - Teens 13 or older,2003,Spring,7.55,[145 - 157],"['Adventure', 'Comedy', 'Demons', 'Supernatural', 'Magic', 'Shounen']",['ToeiAnimation']
227,251,"Adventure, Comedy, Demons, Fantasy, Shoujo",TV,78,Studio Deen,PG-13 - Teens 13 or older,2004,Spring,7.7,[73 - 85],"['Adventure', 'Comedy', 'Demons', 'Fantasy', 'Shoujo']",['StudioDeen']
228,252,"Military, Mystery, Psychological, Supernatural, Drama, Magic, Shounen",TV,26,Bee Train,PG-13 - Teens 13 or older,2004,Spring,7.07,[25 - 37],"['Military', 'Mystery', 'Psychological', 'Supernatural', 'Drama', 'Magic', 'Shounen']",['BeeTrain']
229,253,"Slice of Life, Comedy, School",TV,26,Shin-Ei Animation,PG-13 - Teens 13 or older,2001,Spring,7.84,[25 - 37],"['SliceofLife', 'Comedy', 'School']",['Shin-EiAnimation']
230,254,"Comedy, Slice of Life",OVA,6,Shin-Ei Animation,PG-13 - Teens 13 or older,2002,Summer,7.83,[1 - 13],"['Comedy', 'SliceofLife']",['Shin-EiAnimation']
231,255,"Slice of Life, Comedy",OVA,7,Shin-Ei Animation,PG-13 - Teens 13 or older,2003,Fall,7.65,[1 - 13],"['SliceofLife', 'Comedy']",['Shin-EiAnimation']
232,256,"Sci-Fi, Space, Drama, Romance, Mecha",OVA,1,CoMix Wave Films,PG-13 - Teens 13 or older,2002,Winter,7.22,[1 - 13],"['Sci-Fi', 'Space', 'Drama', 'Romance', 'Mecha']",['CoMixWaveFilms']
233,257,"Ecchi, Super Power, Martial Arts, School",TV,13,J.C.Staff,R+ - Mild Nudity,2003,Summer,6.45,[13 - 25],"['Ecchi', 'SuperPower', 'MartialArts', 'School']",['J.C.Staff']
234,258,"Horror, Drama, Vampire",OVA,4,Madhouse,R - 17+ (violence & profanity),2003,Spring,6.23,[1 - 13],"['Horror', 'Drama', 'Vampire']",['Madhouse']
